stmPedRampID,stmPedRampCrossingLinkID1,stmPedRampCrossingLinkID2,stmPedRampCrossingLinkID3,stmPedRampCrossingLinkID4,stmPedRampLongitudeVideoLinear,stmPedRampLatitudeVideoLinear,stmPedRampWidth,stmPedRampSlope,stmPedRampCrossSlope,stmPedRampGutterSlope,stmPedRampPassingWidth,stmPedRampPassingCrossSlope,stmPedRampFlareSlopeLeft,stmPedRampFlareSlopeRight,stmPedRampSmooth,stmPedRampFlushAtTop,stmPedRampFlushAtBottom,stmPedRampFlushAtStreet,stmPedRampWarningSurfacePresent,stmPedRampWarningSurfaceCondition,stmPedRampTransitionSlopeLeft,stmPedRampTransitionSlopeRight,stmPedRampLandingCrossSlope
254075415,1141823115,,,,-83.9896737,33.9440625,,-999,-999,,,,,-999,-999,,,,-999,,,,
254097382,1233446287,,,,-84.2170236,33.9239289,,,,,,,,,,,,,-999,,,,
254099091,1225326655,,,,-84.0858885,33.9769453,,,,,,,,,,,,,,,,,
254104720,1223051906,1232563281,,,-84.2777796,33.9001513,,,,,,,,,,,,,,-999,,,
254117293,640569691,1219023701,,,-84.1396692,33.8957373,,,,,,,,,,,,,,,,,
254145912,647406185,1219910553,,,-84.1331627,33.9571967,,,,,,,,,,,,,,,,,
254150450,1215635467,,,,-84.0848495,33.9913512,,,,,,,,,,,,,,,,,
254158339,788023269,,,,-84.1627741,33.8957063,,,,,,,,,,,,,,-999,,,
254178752,1217580272,,,,-84.174512,33.8893427,,,,,,,,,,,,,-999,,,,
254180670,1215625032,,,,-84.1000436,33.9783248,,,,,,,,,,,,,,-999,,,
254197966,1223620889,,,,-84.2747825,33.9025043,,-999,,,,,,,-999,,,,,-999,,,
254208904,1215873562,,,,-84.1149531,33.9710268,,,,,,,,,-999,,,,-999,,,,
254214230,1225326323,,,,-84.2133079,33.9426181,,,,,,,,,,,,,,,,,
254246925,1221905988,,,,-84.2516304,33.9474145,,,,,,,,,,,,,-999,,,,
254261968,1220062232,,,,-84.0125409,33.9752202,,,,,,,,,,,,,,,,,
254263138,1201573858,,,,-83.9907721,33.9451622,,,-999,,-999,,,,,,-999,-999,,,,,
254271642,640542444,1230755625,,,-84.1644038,33.8809233,,,,,,,,,,,,,,,,,
254290196,1219637377,,,,-84.1452579,33.9030569,,,,,,,,,,,,,-999,,,,
254303721,1225569990,,,,-84.1212758,33.9030764,,,,,,,,,,,,,,,,,
254308213,1237137354,,,,-84.0067134,33.9173308,,,,,,,,,,,,,-999,,,,
254320959,1215636652,,,,-84.0917899,33.9908869,,,,,,,,,,,,,,,,,
254341083,1201583897,,,,-83.9825544,33.9414091,,,,,,,,,,,,,-999,,,,
254411494,1232311277,,,,-84.1567238,33.9551745,,-999,,-999,,,-999,-999,-999,-999,,-999,-999,,,,
254464107,788023269,,,,-84.1627044,33.8958739,,,,,,,,,,,,,,,,,
254468641,1218868861,,,,-84.1244502,33.9439011,,,,,,,,,,,,,-999,,,,
254580689,1225461779,,,,-84.1849707,33.9605661,,,,-999,,,,,,,,,,,,,
254602433,1216386682,,,,-84.1220252,33.9410389,,,,,,,,,,,,,,,,,
254687614,891098465,,,,-84.1968558,33.8960855,,,,,,,,,,,,,,,,,
254697513,1225088118,,,,-84.213758,33.9441037,,-999,,,,,,,,,,,-999,,,,
254746393,647397855,1219910551,,,-84.1316913,33.9583186,,,,,,,,,,,,,,,,,
254827126,1230755614,,,,-84.1757343,33.8707234,,,,,,,,,,,,,,,,,
254860690,1024438785,,,,-83.9883253,33.9572794,,-999,,,,,,,,,,,,,,,
254876360,1226039597,1226039598,,,-84.0661514,33.9658198,,,,,,,,,,,,,,,,,
254889573,1219897011,,,,-84.1458251,33.930938,,,,,,,,,,,,,-999,-999,,,
254949828,783717517,1101523362,,,-83.9879057,33.9503492,,,-999,,,,,,,,,,,,,,
254954816,1102726042,,,,-83.9882542,33.9564188,,-999,-999,,,,,,-999,,,,,-999,,,
254964358,401493540,,,,-84.0803649,33.9786602,,,,,,,,,,,,,,,,,
254969375,1226002448,,,,-84.2184489,33.9388887,-999,,,-999,,-999,-999,-999,,,,,-999,,,,
254995560,783717517,1101523363,,,-83.9878668,33.9501468,,,,,-999,,,,,,,,,-999,,,
255009565,891098467,,,,-84.1972446,33.8964461,,,,,,,,,,,,,,,,,
255014800,787984348,,,,-84.2495818,33.9248713,,,,,,,,,,,,,,,,,
255040339,1229585057,,,,-84.1392585,33.9213679,,,,,,,,,,,,,-999,,,,
255049573,951316650,,,,-84.0099181,33.9144573,,,,,,,,,,,,,-999,,,,
255050450,660350713,,,,-84.0750744,33.9794407,,,,,,,,,,,,,-999,,,,
255087938,1224533313,,,,-84.2392947,33.942977,,,,,,,,,,,,,,,,,
255090899,1227908771,,,,-84.1476237,33.919745,,,,,,,,,,,,,,,,,
255119407,1221861573,,,,-84.213751,33.9810092,,,,,,,,,,,,,,,,,
255144173,1217436885,,,,-84.1183232,33.9619534,,,,,,,,,,,,,,,,,
255155348,1243070296,,,,-84.0925546,33.9756868,,,,,,,,,,,,,,,,,
255156312,1202061979,,,,-83.9906004,33.947277,,,,,,,,,,,,,,,,,
255192365,1249381384,,,,-84.0746416,33.9705044,-999,,,,,,,-999,,,,,-999,,,,
255206658,1225076161,,,,-84.1185963,33.9036953,,,,,,,,,,,,,,,,,
255210386,1216922004,,,,-84.2089451,33.8916036,,,,,,,,,,,,,,,,,
255220897,401606073,1225345507,,,-84.0751645,33.9935955,,,,,,,,,,,,,,,,,
255237560,635092682,,,,-83.9796805,33.9565317,,,,,,,,,,,,,,,,,
255241852,1217121581,,,,-84.1949295,33.896003,,,,,,,,,,,,,,,,,
255259976,1213950067,,,,-83.9895017,33.9656654,,,,,,,,,,,,,,,,,
255265227,1229571775,,,,-84.1491673,33.9089153,,,,,,,,,,,,-999,-999,,,,
255298681,1221906010,,,,-84.2500937,33.9546248,-999,,,,,,-999,,,,,,-999,,,,
255306076,1250420174,,,,-84.1357573,33.9257485,,,,,,,,,,,,,-999,,,,
255337305,1228968771,,,,-84.1732433,33.902105,,,,,,,-999,-999,,,,-999,-999,-999,,,
255338265,1221779834,,,,-84.2220767,33.9679359,,,,,,,,,,,,,,,,,
255344898,1213945302,1213947769,,,-83.9937627,33.9741442,-999,,,,,,,,,,,,,,,,
255364538,1218898621,1225774846,,,-84.1141138,33.9113671,,,,,,,,,,,,,,,,,
255396802,1219903166,,,,-84.1315638,33.9541557,,,,,,,,,,,,,,,,,
255405232,634425110,,,,-83.994074,33.9353639,,-999,,,,-999,,,,,,,-999,,,,
255432615,1230019470,,,,-84.181882,33.867537,,,-999,,,,,,,,,,,,,,
255443211,1202049599,,,,-83.9884014,33.9452343,,,,,,,,,,,,-999,,,,,
255472778,1226002569,,,,-84.2298557,33.9436936,,,,,,,,,,,,,-999,,,,
255478778,408343943,,,,-84.2750509,33.9023031,,,,,,,,,,,,,,,,,
255501685,1221601907,,,,-84.1164468,33.8961176,,,,,,,,,,,,,,,,,
255528666,1236344216,,,,-83.9864866,33.95467,,,,,,,,,,,,,,,,,
255596834,793516910,,,,-83.9976782,33.9793598,,,,,,,,,,,,-999,,,,,
255597806,1224877768,1224877769,,,-84.2036417,33.9452225,,,,,,,,,,,,,-999,,,,
255636821,1024438784,,,,-83.9884143,33.9574255,,,,,,,,,,,,,,,,,
255704362,1220338552,,,,-84.1953059,33.9678289,,,,,,,,,,,,,,,,,
255709787,1022330926,1022330931,,,-84.23939,33.9651035,,,,,,,,,,,,,-999,,,,
255726805,1224659915,,,,-84.2211271,33.9699812,,,,,,,,,-999,,,,-999,,,,
255764791,647351696,,,,-84.1393143,33.9639263,,,,,,,,,,,-999,,,,,,
255771637,1222081628,,,,-84.1392828,33.9564831,,,,,,,,,,,,,-999,,,,
255778346,1243795284,,,,-84.0294619,33.9349007,,,,,,,,,,,,,-999,,,,
255788814,1251838793,,,,-84.0764997,33.9725287,,-999,,,,,-999,-999,,,,,,,,,
255830141,788023275,1216378723,,,-84.1616848,33.8827498,,,,,,,,,,,,,-999,-999,,,
255885306,1221886391,1221886392,,,-84.2510116,33.9453496,,,,,,,,,,,,,,,,,
255910856,1206018822,,,,-83.9929899,33.9390473,,-999,,,,,,,,,,,-999,,,,
255936337,1216291097,,,,-84.207128,33.9099274,,,,,,,,,,,,,,,,,
255940633,1106973017,,,,-84.0206859,33.9256074,,,,,,,,,,,,,,,,,
255946481,398156032,1240656915,,,-84.0776443,33.9739017,,,,,,,,,,,,,,,,,
255964496,1221784189,,,,-84.017395,33.9675192,,,,,,,,,,,,,,,,,
255966819,1226026363,,,,-84.1071663,33.9511064,,,,,,,,,,,,,,,,,
255980445,1243795284,,,,-84.0294078,33.9348304,,,,,,,,,,,,,,,,,
255989898,1213950071,,,,-83.9889175,33.9658136,,,,,,,,,,,,,,,,,
256038750,647361120,1146817260,,,-84.1302212,33.9528029,,,,,,,,,,,,,,,,,
256053066,1221874627,,,,-84.229219,33.9694026,,,,,,,,,,,,,,,,,
256061491,1216909229,,,,-84.1917808,33.8850681,,,,,,,,,,,,,,,,,
256067420,1224631930,,,,-84.199979,33.9201835,,,,,,,,,,,,-999,,,,,
256092179,1141823115,,,,-83.98986,33.9438995,,-999,-999,,,,,,,,,,-999,,,,
256099304,1232764091,,,,-84.1178575,33.9451704,,,,,,,,,,,,,,,,,
256110132,1167183802,,,,-83.9892289,33.951702,,,-999,,,,,-999,,,,,,,,,
256120089,1226047081,,,,-84.0550845,33.9730797,,,,,,,-999,-999,,,,,,,,,
256127538,1226064483,,,,-84.0513085,33.9539814,,,,,,,,,,,,,,,,,
256174177,1108019639,,,,-84.064625,33.9747155,,,,,,,,,,,,,,,,,
256291985,1221578703,,,,-84.2456905,33.9576289,,,,,,,,,,,,,,,,,
256298374,1219620744,,,,-84.1772096,33.9664404,,,,,,,,,,,,,,,,,
256321112,1141789648,,,,-83.9898007,33.9573042,,,,,,,,,,,,,,,,,
256325836,1217121597,,,,-84.1828844,33.8930063,,,,,,,,,,,,,,,,,
256333791,1227908766,,,,-84.1566508,33.9141322,,,,,,,,,,,,,,,,,
256349976,1227465596,,,,-84.0407166,33.9676731,,,,,,,,,,,,,,,,,
256351503,1217381562,,,,-84.2054174,33.8888354,,-999,,,,,,,,,,,,,,,
256365558,1224533302,1224533303,,,-84.2470057,33.9260778,,,,,-999,,,,-999,,,,,-999,,,
256390885,1101523360,,,,-83.9888134,33.9502577,,,-999,,,,,,,,,,,,,,
256391111,1231587352,,,,-84.2156455,33.9391805,,,,,,,,,,,,,-999,,,,
256426142,1221874648,,,,-84.2345034,33.9649583,,,,,,,,,,,,,-999,,,,
256445522,639780211,1221795286,,,-84.231728,33.9488446,,,,,,,,,,,,,,,,,
256471084,1170384031,,,,-84.029477,33.9349181,,,,,,,,,,,,,-999,,,,
256475321,1221816496,,,,-84.1413962,33.9545668,,,,,,,,,,,,,-999,,,,
256487686,643861002,1220175324,,,-84.2078259,33.9686614,,,,,,,-999,-999,-999,,,,-999,-999,,,
256498553,1221883443,,,,-84.1635931,33.9380755,,,,,,,,,,,,,,,,,
256519787,1227925194,,,,-84.0661415,33.9514359,,,,,,,,,,,,,-999,,,,
256532589,1231732451,,,,-84.2570112,33.9035273,,,,,,,,,,,,,,,,,
256572993,1224652176,,,,-84.2082706,33.9614921,,,,,,,-999,-999,-999,,,,,,,,
256576834,1024601323,,,,-83.9868492,33.954893,,,,,,,,,,,,,,,,,
256577212,1107965612,,,,-83.9986679,33.9340546,,,,,,,,,,,,,,,,,
256605895,1220338606,,,,-84.2004163,33.9708626,,,,,,,,,,,,,,,,,
256677135,1249381529,,,,-84.2162631,33.9433672,,,,,,,,,,,,,,,,,
256683806,1216291054,,,,-84.2227893,33.9096242,,,,,,,,,,,,,,,,,
256700893,1221816458,,,,-84.1320864,33.9539442,,,,,,,,,,,,,,,,,
256739265,1216918256,,,,-84.2043393,33.8870403,,,,,,,,,,,,,,,,,
256747043,1217580278,,,,-84.1820381,33.892779,,,,,,,,,,,,,-999,,,,
256772606,1218866245,,,,-84.1880942,33.8720231,,,,,,,-999,-999,,,,-999,-999,,,,
256782753,1224628152,,,,-84.21638,33.9344254,,,,,,,,,,,,,,,,,
256791174,1111523184,1111523186,,,-84.1260831,33.9639356,,,,,,,,,,,,,,,,,
256806879,1219098186,,,,-84.1565266,33.9340522,,,,,,,,,-999,,,,,,,,
256838953,1220062221,,,,-84.023381,33.9845244,,,,,,,,,,,,,-999,,,,
256886670,1230756950,,,,-84.1703327,33.8758092,,,,,,,,,,-999,,,,,,,
256903358,1227227176,,,,-84.0105785,33.9219299,,,,,,,,,,,,,-999,,,,
256932060,1216329279,1216329295,,,-84.2076298,33.9115793,,,,,,,,,,,,,,,,,
256945684,1218924928,1218924934,,,-84.1832383,33.9082047,,,,-999,,,,-999,-999,-999,-999,,-999,-999,,,
256966412,1225936475,1225936479,,,-84.2383339,33.9423352,,,,,,,,,,,,,,,,,
257031183,1224628152,,,,-84.2163884,33.9343691,,,,,,,,,,,,,,,,,
257034343,1201573783,,,,-83.9960896,33.9537421,,,,,,,,,,,,,,,,,
257080040,1221795316,,,,-84.2405889,33.9445427,,,,,,,,,,,,,,,,,
257114715,1250874748,,,,-84.1419086,33.9078263,,,,,,,,,,,,,,,,,
257121857,1227246364,,,,-84.0492306,33.9530158,,,,,,,,,,,,,,,,,
257132481,1221883461,,,,-84.1745742,33.9330332,,,-999,,,,-999,-999,,,,,-999,,,,
257145698,1230755608,,,,-84.1788817,33.868666,,,-999,,,,,,,,,,,,,,
257162923,1226064517,,,,-84.0469346,33.94829,,,,,,,,,,,,,-999,,,,
257171944,1032440170,,,,-83.9883148,33.9549166,,,,,,,,,,,,,,,,,
257195570,1220159732,1220161993,,,-84.1114811,33.9568768,,,,,,,,,,,,,-999,,,,
257213642,643859303,,,,-84.2263544,33.9701116,,,,,,,,,,,,,-999,-999,,,
257214659,1249785837,,,,-84.117354,33.9436693,,,,,,,,,,,,,,,,,
257214825,1219098173,,,,-84.1591386,33.935912,,,,,,,,,-999,,,,,-999,,,
257234239,1222602878,,,,-84.0106547,33.9443117,,,,,,,,,,,,,,,,,
257261312,1221571459,,,,-84.2405803,33.9459216,,,,,,,,,,,,,,,,,
257277552,1220163589,1232548623,,,-84.1176552,33.9547136,,,,,,,,,,,,,-999,,,,
257279470,647409911,,,,-84.1360669,33.9458267,,,,,-999,,,,,,,,-999,,,,
257288473,646611744,,,,-84.1551429,33.9788218,,,,,,,,,,,,,,-999,,,
257325697,1201833984,,,,-83.9797758,33.956511,,,,,,,,,-999,,,,,-999,,,
257344657,1221816501,1241260717,,,-84.1472509,33.9509072,,-999,,,,,,,,,,,-999,,,,
257376460,1111523190,1221568414,,,-84.1298873,33.9642993,,,,,-999,,,,,,,,,,,,
257377077,1224533287,1224533288,,,-84.2443902,33.9326793,,,,,,,-999,-999,,,,,-999,,,,
257384970,635457570,,,,-83.9869288,33.9743496,,,,,,,,,,,-999,,,,,,
257418665,1219571153,,,,-84.149831,33.9723287,,,,,,,,,,,,-999,,,,,
257435462,1218937872,,,,-84.1715993,33.9001874,,,,-999,,,-999,-999,,,,,-999,-999,,,
257443005,401459378,,,,-84.1002086,33.984968,,,,,,,,,,,,,,,,,
257460513,1222599276,,,,-83.9980295,33.9348027,,,,,,,,,,,,,,,,,
257482841,1229568857,,,,-84.1668297,33.919562,,,,,,,,,,,,,,,,,
257484066,1229793395,,,,-84.2341746,33.9294023,,,,,,,,,,,,,-999,,,,
257524145,1215870846,,,,-84.0943746,33.9636222,,,,,,,,,,,,,-999,,,,
257590575,401438101,,,,-84.087989,33.9890304,,,,,,,,,,,,,,,,,
257648390,1202083610,,,,-83.9784253,33.9502995,,,,,,,,,-999,,,,-999,,,,
257666723,1243070286,,,,-84.0865824,33.9876886,,,,,,,,,,,,,,,,,
257687888,1225091573,,,,-84.1776307,33.9303145,,,,,,,,,,,,,-999,,,,
257694838,1221577594,,,,-84.2414894,33.9513806,,,,,,,,,,,,,,,,,
257703812,1107975534,1201859670,,,-83.9845779,33.9520006,,,,,,,,,,,,,,,,,
257741364,1220177500,,,,-84.2093793,33.9737752,,,,-999,,,,,,,,,,,,,
257741813,1215870710,,,,-84.0952699,33.9653408,,,,,,,,,,,,,-999,,,,
257779837,1215870849,,,,-84.0941918,33.9634209,,,,,-999,,,,,,,,,,,,
257816629,1213947786,,,,-83.9909334,33.9694408,,,,,,,,,,,,,,,,,
257824152,1216291156,,,,-84.2088025,33.8977341,,,,,,,,,,,,,-999,,,,
257833003,1228968762,,,,-84.178031,33.9045618,,,,,,,-999,-999,,,,,,,,,
257865096,1223039201,,,,-84.2818498,33.896383,,,,,,,,,-999,,,-999,,-999,,,
257923639,1227258667,,,,-84.0390323,33.9538033,,,,,,,,,,,,,-999,,,,
258008425,1225093211,,,,-84.204306,33.9541028,,,,,,,,,,,,,,,,,
258030116,1220176411,,,,-84.2086614,33.9717556,,,,,,,-999,-999,,,,,,-999,,,
258054372,1201573777,,,,-83.996524,33.9536001,,,,,,,,,,,,,,,,,
258116334,,,,,-83.9793196,33.9568346,,,,,,,,,,,,,,,,,
258130849,1213947786,,,,-83.9908622,33.9692915,,,,,,,,,,,,,,,,,
258167399,1217856179,,,,-84.1463883,33.969557,,,,,,,,,,,,,,,,,
258193106,635092439,1224638588,,,-83.9912176,33.9570802,,,,,,,,,-999,,-999,,-999,,,,
258203380,400814494,,,,-84.2160397,33.9803775,,,,,,,,,,,,,,,,,
258258818,680250309,,,,-84.1284897,33.9007538,,,,,,,,-999,,,-999,,,,,,
258260962,1219620807,,,,-84.1591432,33.9856409,,,,,,-999,-999,,-999,,-999,,,-999,,,
258315992,1231732462,,,,-84.2592852,33.9102085,,,,,,,,,,,,,,,,,
258343448,1218866266,,,,-84.1883177,33.8675253,,,,,,,,,,,,,,,,,
258367811,1225566975,,,,-84.1359473,33.9142958,,,,,,,,,,,,,,,,,
258369230,1219024756,1219024758,,,-84.1537415,33.9043675,,,,,,,,,,,,-999,-999,,,,
258408050,1227433173,,,,-83.9937287,33.9492223,,,,,,,,,,,,,,,,,
258423307,1226026912,,,,-84.0354916,33.9684474,,,,,,,,,,,,,,,,,
258451482,1217443249,,,,-84.1430049,33.9670883,,,,,,,-999,-999,,,,,,,,,
258497522,1223039212,,,,-84.2841575,33.8928421,,,,,,,,,,,,,,,,,
258503464,1215651430,,,,-83.9858093,33.9565672,,,-999,,,-999,-999,-999,,,,,,,,,
258568259,1225326653,,,,-84.0864089,33.9763538,,,,,,,,,,,,,,,,,
258579364,401013947,1221785205,,,-84.2334737,33.9535393,,,,,,,,,,,,,,,,,
258583630,1220416298,,,,-84.2177934,33.9891906,,,,,,,,,,,,,,,,,
258611310,1230755608,,,,-84.1791051,33.8685744,,,,,,,,,,,,,,-999,,,
258639058,1051373778,,,,-84.1439774,33.9618623,,-999,,,,,-999,-999,,,,,,-999,,,
258639712,1111062736,,,,-84.1486169,33.8902028,,,,,,,,,,,,,,,,,
258685412,1213947785,,,,-83.9905817,33.9691612,,,,,,,,,,,-999,,,,,,
258689441,787987712,,,,-84.2382219,33.928677,,,,,,,,,-999,,,,,,,,
258690925,1231137612,,,,-83.9886839,33.9605615,,,,,,,,,,,,,,,,,
258700423,1221883463,1221883464,,,-84.1743851,33.9334422,,,-999,,,,-999,-999,-999,,,-999,-999,,,,
258710390,1221908702,,,,-84.2395445,33.9575138,,,,,,,,,,,,,,,,,
258736132,1220383480,,,,-84.0913697,33.9492127,,,,,,,,,,,,,,,,,
258789991,1220120151,,,,-84.2140619,33.9832757,,,,,,,,,,,,,,,,,
258799690,1225050100,,,,-84.0991612,33.9510166,,,,,,,,,,,,,-999,,,,
258829834,1213950109,,,,-83.985749,33.978426,,,,,,,,,,,,,,,,,
258832412,1107975521,,,,-83.9842793,33.9522141,,,,,,,,,,,,,,,,,
258846766,1217121619,,,,-84.1935239,33.8868226,,,,,,,-999,-999,,,,-999,-999,,,,
258859426,1216909232,,,,-84.2030238,33.8804548,,,,,,,-999,-999,,,,,-999,,,,
258881912,1024601323,,,,-83.9868575,33.9549759,,,,,,,,,,,,,,,,,
258892125,1227193440,,,,-84.0298087,33.9751677,,,,,,,,,,,,,-999,,,,
258931720,1217573072,,,,-84.1526569,33.8927814,,,,,,,,,,,,,,,,,
258933016,1229209466,,,,-84.1569372,33.9090523,,,,,,,,,,,,,,,,,
258948971,1232576381,,,,-84.2766733,33.8954192,,,,,,,,,,,,,,,,,
258952171,1237137350,,,,-84.008274,33.9156306,,,,,,,,,,,,,,,,,
259046110,1216378707,,,,-84.1409033,33.8911682,,,,,,,,,,,,-999,,,,,
259074965,1219098185,,,,-84.1565517,33.934056,,,,,,,,,,,,,,,,,
259117040,634425118,,,,-83.9825099,33.941317,,,,,,,,,,,,,-999,,,,
259125862,1201573723,1201573729,,,-83.9933279,33.9438551,,,,,,,,,,,,,,,,,
259163852,1219877512,,,,-84.1880877,33.9084274,,,,,,,,,,,-999,-999,-999,,,,
259197744,936860692,,,,-84.0938701,33.9924484,,,,,,,,,,,,,-999,,,,
259223289,1218937874,,,,-84.1714576,33.900049,,,,,,,,,,,,,-999,,,,
259249718,1241623682,,,,-84.2761214,33.9050799,,,,,,,,,,,,,,,,,
259282585,1249343324,,,,-84.0576305,33.9489646,,,,,,,,,,,,,,,,,
259297411,1232311278,,,,-84.1574536,33.9556558,,,,-999,,,,,,,,,-999,,,,
259307134,1233369549,,,,-84.0080171,33.9204718,,,,,,,,,,,,,,,,,
259350754,1227465596,,,,-84.0408654,33.9677218,,,,,,,,,,,,,,,,,
259368225,1215626383,,,,-84.1016433,33.9783952,,,,,,,,,,,,,,,,,
259472335,1203517930,,,,-83.9790931,33.9354804,,,,,,,,,,,,,,,,,
259477918,1201573779,,,,-83.9961181,33.9536614,,,-999,,,,,,,,,,,,,,-999
259498725,1224533305,,,,-84.2482095,33.9386635,,,,,,,,,,,,,,,,,
259507608,1201573723,,,,-83.9934938,33.9439348,,,,,,,,,,,,,,,,,
259511723,1224622539,,,,-84.190079,33.9388952,,,,,,,-999,-999,,,,,,,,,
259517102,1230994643,,,,-84.1898038,33.8808008,,,,,,,-999,-999,,,,-999,-999,,,,
259532277,1224533300,,,,-84.2474493,33.9261397,,,,,,,,,,,,,,,,,
259597297,401444651,1215632757,,,-84.0918277,33.9957004,,,,,,-999,-999,-999,,,,,-999,,,,
259606246,1219571173,,,,-84.1498267,33.9689953,,,,,,,,,,,,,,,,,
259699419,1224628147,,,,-84.2227279,33.9323784,,-999,-999,,,,,,,,,,,,,,
259701339,1249381494,,,,-84.2241775,33.941254,,,,,,,,,,,,,,,,,
259707833,634432394,,,,-83.985591,33.9576058,,,,,,,,,,,,,,,,,
259710909,1221874691,,,,-84.2352146,33.9674262,,,,,,,,,,,,,-999,,,,
259714021,1220380966,1220380967,,,-84.0829435,33.9492986,,,,,,,,,,,,,-999,,,,
259729616,1219897011,,,,-84.1459494,33.9309009,,,,,,,,,,,,,,,,,
259751678,647409902,1219010826,,,-84.1320748,33.9420967,,,,,,,,,-999,,,,-999,-999,,,
259755368,1206032360,,,,-83.9943941,33.950029,,,,,,,,,,,,,,,,,
259766434,1223876903,,,,-84.1782735,33.9326019,,,,,,,,,,,,,,,,,
259769182,1201824710,,,,-83.9826745,33.9502506,,-999,-999,,,,-999,-999,,,,,-999,,,,
259838696,936860689,,,,-84.0933983,33.9928145,,,,,,,,,,,,,,,,,
259862176,1228493751,,,,-84.1834662,33.9341899,,,,,,,,,,,,,,,,,
259883417,1216329261,,,,-84.2208485,33.8981177,,,,,,,,,,,,,,,,,
259898274,1225345528,1225345532,,,-84.0808707,33.9842714,,,,,,,,,,,,,,,,,
259912312,1221883476,,,,-84.1772413,33.9325536,,,,,,,,,,,,,-999,,,,
259912516,1250984671,,,,-84.2201885,33.9372781,,,,,,,,,,,,,,,,,
259912738,1226064520,,,,-84.0442068,33.9466822,,,,-999,,,,,,,-999,,,,,,
259925730,1216329275,,,,-84.2207335,33.8974403,,,,,,,,,,,,,,,,,
259936153,1225091612,,,,-84.1888274,33.9382748,,,,,,,,,,,,,,,,,
259940533,787987711,,,,-84.2384766,33.9286155,,,,,,,,,,,,,,,,,
259957196,1229209464,,,,-84.1578067,33.9100433,,,,,,,,,,,-999,,-999,,,,
259980314,1227905192,,,,-84.1599256,33.9112866,,,,,,,,,,,,,,,,,
260001690,1217190383,,,,-84.1881253,33.8954452,,,-999,,,,,,,,,,-999,-999,,,
260085914,1219098185,,,,-84.1566812,33.9338405,,,,,,,,,-999,,,,,,,,
260102702,1217436887,1217436891,,,-84.1187244,33.9617278,,,,,,,,,,,,,,,,,
260106622,1226002452,1226002453,,,-84.2171949,33.9401001,,,,,,,-999,-999,,,,,-999,,,,
260113628,1216909240,,,,-84.1915632,33.884956,-999,,-999,,,,-999,-999,,,,-999,-999,,,,
260176417,1224622545,,,,-84.1865476,33.9372291,,,,,,,,,,,,,,,,,
260176963,1226002442,,,,-84.2202495,33.9375905,,,,,,,,,,,,,,,,,
260183836,1221857752,,,,-84.138517,33.9634665,,,,,,,-999,-999,,,,,,,,,
260210841,647409910,,,,-84.1362095,33.9459868,,,,,,,,,,,,,-999,,,,
260210845,1232544601,,,,-84.1698995,33.9054862,,,,,,,,,,,,,,,,,
260210985,1213947785,,,,-83.9904394,33.9692069,,,,,,,,,,,,,,,,,
260248181,1215872733,1215872734,,,-84.1175253,33.96431,,-999,-999,,,,,,,,,,-999,,,,
260292074,1215626956,1215626958,,,-84.1109719,33.9789124,,,,,,,-999,-999,-999,,,,,,,,
260302214,1225088148,,,,-84.2022403,33.9463267,,,,,,,,,,,,,,,,,
260315373,1227867985,,,,-84.120018,33.9111276,,,,,,,,,,,,,,,,,
260320449,1227258676,,,,-84.030406,33.9536697,,,,,,,,,,,,,-999,,,,
260345959,1107979528,1179641652,,,-83.9855744,33.9515204,,,,,,,,,,,,,,,,,
260358651,1216918258,,,,-84.2048687,33.88782,,,,,,,,,,,,,,,,,
260367333,1227417520,,,,-83.9960371,33.9573149,,,,,-999,,,,,,,,-999,,,,
260367540,1215898284,,,,-84.1408227,33.8852222,,,,,,,,,,,,,,,,,
260417333,1219896990,,,,-84.1424272,33.933487,,,,,,,,,,,,,,,,,
260433817,1221874635,,,,-84.2333518,33.9675499,,,,,,,,,,,,,,,,,
260437870,1218924929,,,,-84.1831558,33.9084068,,,,,,,,,,-999,,,,,,,
260441019,1218828571,,,,-84.1536365,33.9792929,,,,,,,,,,,,,,,,,
260447592,400814492,,,,-84.2153979,33.9805178,,,,,,,,,,,,,,,,,
260483144,1217573068,,,,-84.1515855,33.8907781,,,,,,,,,,,,,,,,,
260494177,1220036025,,,,-84.1623313,33.9850198,,,,,,,,,,,,,-999,,,,
260513087,1226808036,,,,-84.1995509,33.9308704,,,,,,,,,,-999,,-999,-999,,,,
260526171,1201573724,,,,-83.9934847,33.9439673,,,,,-999,,,,,,,,,,,,
260526490,1220162001,,,,-84.1107579,33.9582489,,,,,,,,,,,,-999,,,,,
260527879,1245953318,,,,-84.081234,33.9569555,,,,,,,,,,,,,,,,,
260542660,1101523375,1101523376,,,-83.989331,33.9548813,,,,,,,,,,,,,,-999,,,
260560182,1231444546,,,,-84.050408,33.9727983,,,,,,,,,,,,,,,,,
260631969,,,,,-83.9860639,33.947411,,,,,,,,,,,,,,,,,
260634171,1236417421,,,,-83.9892044,33.944045,,,,,,,,,,,-999,-999,-999,,,,
260661580,1230755624,1230755625,,,-84.1646073,33.880807,,,,,,,,,,-999,,,-999,,,,
260680170,1245959261,,,,-84.0734297,33.9581612,,,,,,,,,,,,,-999,,,,
260685628,1215651432,,,,-83.9855613,33.9565297,,,-999,,,-999,-999,-999,,,,,,,,,-999
