stmPedRampID,stmPedRampCrossingLinkID1,stmPedRampCrossingLinkID2,stmPedRampCrossingLinkID3,stmPedRampCrossingLinkID4,stmPedRampLongitudeVideoLinear,stmPedRampLatitudeVideoLinear,stmPedRampWidth,stmPedRampSlope,stmPedRampCrossSlope,stmPedRampGutterSlope,stmPedRampPassingWidth,stmPedRampPassingCrossSlope,stmPedRampFlareSlopeLeft,stmPedRampFlareSlopeRight,stmPedRampSmooth,stmPedRampFlushAtTop,stmPedRampFlushAtBottom,stmPedRampFlushAtStreet,stmPedRampWarningSurfacePresent,stmPedRampWarningSurfaceCondition,stmPedRampTransitionSlopeLeft,stmPedRampTransitionSlopeRight,stmPedRampLandingCrossSlope
225455342,1041550497,1041550499,,,-84.1423394,33.9659419,,,,,,,,,,,,,,,,,
225459342,1021308551,,,,-84.2520562,33.9637611,,,-999,,,,,,,,,,,,,,
225498652,1227908770,,,,-84.1548415,33.9146405,,,,,,,,,,,,,-999,,,,
225529288,1224628218,1224628219,,,-84.2118736,33.9219789,,,,,-999,,,,,,,,,,,,
225537257,1215687226,1215687227,,,-84.1552012,33.8893503,,,,,,,,,,,,,-999,,,,
225565961,788023270,,,,-84.1625345,33.8956166,,,,,,,,,,,,,,,,,
225581810,1107975518,,,,-83.9845615,33.9532149,-999,,,,,,,,,,,,,,,,
225596158,1226064480,,,,-84.0516829,33.9543232,,,,,,,,,,,,,,,,,
225610199,1224652182,1224652183,,,-84.1997981,33.9654513,,,,,,,-999,-999,,,,,,,,,
225621120,451716624,451716625,,,-84.2352839,33.9504687,,,,,,,,,,,,,,,,,
225653884,1221816511,,,,-84.1475803,33.9511085,,-999,-999,,,,,,,,,,-999,-999,,,
225660748,1216329267,,,,-84.2206539,33.8995403,,,,,,,,,,,,,,,,,
225731329,1226064460,,,,-84.0561224,33.9556431,,,,,,,,,,,,,,,,,
225734378,1226047082,,,,-84.0554707,33.9728024,,,,,,,,,,,,,,,,,
225741660,1226002439,,,,-84.2208466,33.9364775,,,,,,,,,,,,,,,,,
225788757,1213950111,,,,-83.9852853,33.9785254,,,,,,,,,,,,,,,,,
225797564,1106984985,,,,-84.0175016,33.9237145,,,,,,,,,,,,,,,,,
225810680,1215631304,,,,-84.0985874,33.9934541,,,,,,,,,,,,,-999,,,,
225847137,1249512890,,,,-84.0995619,33.9914355,,,,,,,,,,,,,-999,,,,
225849337,1221625826,,,,-84.017561,33.9389061,,,,,,,,-999,-999,,,,-999,,,,
225861714,1216649387,,,,-84.128724,33.9099674,,,,,,,,,,,,,,,,,
225874295,1218866269,,,,-84.1880104,33.8724671,,,,,,,-999,-999,,,,,-999,,,,
225903909,1218924907,1218924911,,,-84.1923448,33.9079957,,,,,,,,,,-999,,,-999,,,,
225930158,793516911,,,,-83.9973556,33.9794212,,,,,,,,,,,,,,,,,
225946008,1201573771,,,,-83.9997585,33.9505392,,,,,,,,,,,,,,,,,
225947547,1218924928,,,,-84.1830154,33.9081953,,,,,,,,,-999,,,,-999,,,,
225967892,1215624152,,,,-84.0933297,33.9772999,,,,,,,,,,,,,,,,,
226006268,1222105949,,,,-84.144826,33.948262,-999,,,,,,,,,-999,,,-999,,,,
226047304,1226047079,,,,-84.0583977,33.9737726,,,,,,,,,,,,,,-999,,,
226058673,1225091597,1225091599,,,-84.1823105,33.9344066,,,,,,,,,,,,,,,,,
226060478,1225345569,,,,-84.0940744,33.9617341,,,,,,,,,,,,,-999,,,,
226061690,1219620746,,,,-84.1773258,33.9661899,,,,,,,,,,,,,,,,,
226063530,1236748266,,,,-84.25529,33.9206319,,,,,,,,,,,,,-999,-999,,,
226067993,1228681385,,,,-84.2151751,33.9418985,,,,,,,,,,,,,-999,,,,
226069276,634425118,634425119,,,-83.9824226,33.9411759,,,,,,,,,,,,,-999,,,,
226093270,1216649385,1219086373,,,-84.1253821,33.9078256,,,,,,,,,,,,,,,,,
226103515,1226039608,1226039609,,,-84.0618362,33.9622391,,,,,,,,,,,,,,,,,
226201516,1221601896,,,,-84.1254189,33.8900904,,,,,,,,,,,,,,,,,
226208433,1226027002,,,,-84.0155653,33.966896,,,,,,,,,,,,,,,,,
226213260,1221816465,,,,-84.1321895,33.9536462,,,,,,,,,,,,,,,,,
226223375,635457778,,,,-83.9855332,33.9800987,,,,,,,,,,,,,,,,,
226230334,1223944540,,,,-83.9889193,33.9287589,,,,,,,,,,,,,,-999,,,
226247087,1220383481,,,,-84.0910206,33.9491925,,,,,,,,,,,,,,,,,
226257448,1232576354,,,,-84.2788944,33.9029023,,,,,,,,,,,,,,,,,
226386907,1219098166,,,,-84.1634393,33.9411971,,,,,-999,,,,,,,,,,,,
226399707,1221601911,,,,-84.1173773,33.8972179,,,,,,,,,,,,,,,,,
226435628,1215632754,,,,-84.0915645,33.9960604,,,,,,,,,,,,,-999,,,,
226455127,1179641650,1179641652,,,-83.9854122,33.951481,,-999,,,,,,,,,-999,,-999,,,,
226489834,1226039571,,,,-84.0824871,33.9873824,,,,,,,,,,,,,,,,,
226491277,1221905999,,,,-84.2512454,33.9509013,,,,,,,,,,,,,-999,,,,
226508508,1215651398,,,,-83.9865815,33.9746837,,,,,,,,,,,,,,,,,
226563968,660350714,1226047068,,,-84.0661363,33.9748568,,,,,,,,-999,,,,,,,,,
226569818,1215587818,,,,-84.0276647,33.9374566,,,,,,,,,,,,,-999,,,,
226573214,1218924900,,,,-84.2010549,33.9050324,,,,,,,,,,-999,,,-999,,,,
226617529,1102470747,,,,-83.9847379,33.9575442,,,-999,,,,,,,,,,,,,,
226666528,788014966,1229568857,,,-84.1667992,33.9194977,,,,,,,,,-999,,,-999,,,,,
226692977,1217436888,1217436891,,,-84.1184449,33.9616152,,,,,,,,,,,,,,,,,
226694841,1101523375,1204130052,,,-83.9893655,33.9549792,,,,,-999,,,,,,-999,-999,,-999,,,
226703274,788023268,,,,-84.1625134,33.8958354,,,,,,,,,,,,,,-999,,,
226711999,401635821,,,,-84.0830291,33.9766812,,,,,,,-999,-999,,,,,,-999,,,
226739218,1231241067,,,,-84.0081086,33.9687531,,,,,,,,,,,,,-999,,,,
226773837,1217121620,,,,-84.1941315,33.8877743,,,,,,,,,,,,,,,,,
226815841,1218828589,,,,-84.1540568,33.9778456,,,,,,,,,,,,-999,-999,,,,
226834980,951316658,,,,-84.0133686,33.9145197,,,,,,,,,,,,,-999,,,,
226856463,1224615427,1225088139,,,-84.1982545,33.9491078,,-999,,,-999,,,,-999,,,,-999,,,,
226890638,1221987633,,,,-84.2501517,33.9421741,,,,,,,,,,,,,,,,,
226899726,788014960,,,,-84.1722358,33.9224809,,,,,,,,,-999,,-999,-999,,,,,
226961991,1236748271,,,,-84.2560806,33.9199446,,,,,,,,,,,,,,,,,
226975266,1218828561,,,,-84.1551037,33.9831026,,,,,,,,,,,,,,,,,
226979348,1107975564,,,,-83.9854014,33.9525058,,,,,,,,,,,,,-999,,,,
226979582,1240656914,1251843123,,,-84.0775652,33.9741345,,,,,,,,,,,,-999,,,,,
227003395,1219910570,1219910572,,,-84.1342093,33.9588007,,,,,,,,,,,,,,,,,
227017933,1224533313,,,,-84.2390467,33.9428185,,,,,,,,,,,,,,,,,
227035728,1220419580,,,,-84.2357147,33.9604538,,,,,,,,,,,,,,,,,
227047909,640252057,,,,-84.1773416,33.930398,,,,,,,,,,,,,,,,,
227076346,788023273,1217565824,,,-84.166327,33.8856561,,,,,,,,,,,,,-999,,,,
227133378,1224628159,,,,-84.2150419,33.9354758,,-999,,-999,,,,,,,,,-999,,,,
227152130,1219637388,,,,-84.1364303,33.9015893,,,,,,,,,,,,,,-999,,,
227159218,1221886390,1221886391,,,-84.2509692,33.9451934,,,,-999,,,,,,,,-999,,,,,
227172907,787822926,,,,-84.2163076,33.9248891,,,,,,,,,,,,,,,,,
227176198,1226064540,,,,-84.0340931,33.9383607,,,,,,,,,,,,-999,,,,,
227192979,401429392,,,,-84.0800065,33.9863286,,,,,,,,,,,,,-999,,,,
227234354,1228973759,,,,-84.1345059,33.886106,,,,,,,,,,,,,,,,,
227261888,1223312549,,,,-83.988829,33.9275661,,,,,,,,,,,,,,,,,
227276272,1216386673,,,,-84.1346071,33.9420644,,,,,,,,,,,,,-999,,,,
227282192,1218892796,,,,-84.1049158,33.9090978,,,,,,,,,,,,,,,,,
227284575,1224831838,,,,-84.2091146,33.915096,,,,,,,,,,,,,,,,,
227341194,1215871828,1215871832,,,-84.1159238,33.9618429,,,,,,,-999,-999,,,,-999,,,,,
227348843,1041550517,,,,-84.1399994,33.9643992,,,,,,,,,,,,,,,,,
227367720,1231178279,,,,-84.0104784,33.9250998,,,,,,,,,,,,,,,,,
227397778,1221908712,,,,-84.2384823,33.959894,,,,-999,,,,,,,,,,,,,
227431220,1215634291,,,,-84.0925899,33.996909,,,,,,,,,,,,,-999,,,,
227442180,1249381486,,,,-84.2234452,33.9403343,,,,,,,,,,,,,,,,,
227462600,1223051954,1223626403,,,-84.2650386,33.9123899,,,,,,,,,,,,,,,,,
227466853,1226002435,,,,-84.2193693,33.9362531,,,,,,,,,,,,,,,,,
227470640,1122512512,,,,-83.9901727,33.9483636,,,,,,,,,,,,,,,,,
227470921,1222354650,,,,-84.1762846,33.9647299,,,,,,,,,,,,,-999,,,,
227505967,1216329278,,,,-84.2137202,33.8951609,,,,,,,,,,,,,,,,,
227520740,1228115770,,,,-84.2189694,33.9375629,,,,,,,,,,,,,,,,,
227533013,1226026932,,,,-84.0355764,33.968484,,,,,,,,,,,,,,,,,
227590463,1219898541,,,,-84.1414566,33.9433706,,,,,,,,,,,,,,,,,
227602560,1221905985,,,,-84.2513976,33.9465509,,,,,,,,,,,,,-999,,,,
227627681,1107975530,1201859664,,,-83.9840077,33.9511459,,,,,,-999,,,,,,,,,,,
227633332,1107979519,1201977523,,,-83.985583,33.952263,,,,,,,,,,,,,-999,,,,
227691603,408343929,1044517988,,,-84.2759316,33.9011455,,,,,,,,,,,,,,,,,
227706562,1221877413,,,,-84.1392283,33.9284538,,,,,,,,,,,,,-999,,,,
227719647,1251076233,,,,-84.0645458,33.9471965,,,,,,,,,,,,,,-999,,,
227765942,1227246369,1227258674,,,-84.0363322,33.9543826,,,,,,,,,,,,,,,,,
227774875,1225326688,,,,-84.0740207,33.9761135,,,,,,,,,,,,,,,,,
227793106,1219518336,,,,-84.1621383,33.8970143,,,-999,-999,,,-999,,,,,-999,-999,,,,
227803237,807824066,,,,-83.9840686,33.949342,,-999,-999,,,-999,-999,-999,,,,,-999,,,,-999
227816909,1226002560,,,,-84.2174951,33.9547057,,,,,,,,,,,,,,,,,
227817774,1224656502,,,,-84.195134,33.9678383,,,,,,,-999,-999,,,,,,,,,
227826718,1150588676,,,,-83.9891058,33.9631251,,,-999,,,,-999,-999,,,,,,,,,
227856848,1215872725,1215873567,,,-84.1122592,33.9718573,,,,,,,-999,-999,-999,,,-999,,,,,
227909753,1236967496,,,,-84.0093338,33.9735896,,,,,,,,,,,,,,,,,
227916864,1250871628,,,,-84.1721351,33.9227904,,,,,,,,,,,,,,,,,
227917153,1220159724,,,,-84.1127794,33.955314,,,,,,,,,,,,,-999,,,,
227924516,1217565815,,,,-84.1612072,33.8838077,,,,,,,,,,,,,-999,,,,
227958707,1218868872,1219010829,,,-84.1282879,33.949433,,,,,,,,,,,,,,,,,
228051527,1213947787,,,,-83.9906399,33.9697833,,,,,,,,,,,,,,,,,
228111919,1226643904,,,,-83.9970725,33.979248,,,,,,,,,,,,,,,,,
228118456,1221861577,,,,-84.2143592,33.9799393,,,,,,,,,,,,,,,,,
228219903,1223051907,1223620913,,,-84.2710057,33.9053139,,,,,,,,,,,,,,,,,
228237218,408343918,,,,-84.2832563,33.9090423,,,,,,,,,,,,,,,,,
228287752,1225093201,,,,-84.2104168,33.9453194,,,,,,,,,,,,,,,,,
228295556,1226002511,,,,-84.2280331,33.9475086,,,,,,,,,,,,,,,,,
228368441,1218866248,1218866267,,,-84.1880381,33.8722396,,,,,,,-999,-999,,,,,-999,,,,
228380039,793516912,,,,-83.9976359,33.9793053,,,,,,,,,,,,,,,,,
228426492,1220033060,,,,-84.020227,33.9800453,,,,,,,,,,,,,-999,,,,
228435912,1222105941,,,,-84.1456912,33.9519302,,,,,,,-999,-999,,,,,-999,,,,
228458846,721676299,,,,-84.089958,33.9913561,,,,,,,,,,,,,,,,,
228473776,793260639,,,,-83.9918924,33.9463576,,,,,,,,,,,,,,,,,
228492666,1249379752,,,,-84.0734452,33.9691507,,,,,,,-999,-999,,,,,-999,-999,,,
228518538,1216291054,,,,-84.2229188,33.9096079,,,,,,,,,,,,,,,,,
228524183,1201859659,,,,-83.9865934,33.9551669,,,-999,,,,,,,,,,,,,,
228561879,401459388,,,,-84.0965942,33.9780577,,,,,,,,,,,,,,,,,
228567603,1219102743,,,,-84.1268725,33.9011032,,,,,,,,,,,,,,,,,
228567922,1237116461,,,,-83.9889675,33.9613936,,,,,,,,,,,,,,,,,
228610830,1224628169,,,,-84.211178,33.9393711,,,,,,,,,,,,,,,,,
228635318,1216329310,,,,-84.205574,33.9022841,,,,,,,,,,,,,,,,,
228636359,401487655,401487656,,,-84.0739839,33.9757495,,,,,,,,,,,,,,,,,
228637677,398156032,1240656914,,,-84.0777817,33.974037,,,,,,,,,,,,,,,,,
228675770,1218794348,,,,-84.0233812,33.984527,,,,,,,,,,,,,-999,,,,
228691149,1232576385,,,,-84.276715,33.8944271,,,,,,,,,,,,,,,,,
228728313,1107981670,,,,-83.9895859,33.9571513,,,-999,-999,,,-999,-999,,,,-999,,,,,
228778925,1216674589,,,,-84.1329528,33.8998854,,,,,,,,-999,,,,,-999,,,,
228789703,1216911374,,,,-84.1977491,33.8822268,,,,,,,-999,-999,,,,-999,,,,,
228810301,1221779834,,,,-84.2222356,33.9675932,,,,,,,,,,,,,,,,,
228812613,1223039186,,,,-84.2771138,33.9006704,,,,,,,,,,,,,,,,,
228834034,1215871829,1215871832,,,-84.1156052,33.9619432,,,,,,,-999,-999,,,,,,,,,
228872919,1220419580,,,,-84.2359508,33.9607286,,,,,,,,,,,,,,,,,
228941866,788012639,,,,-84.1755129,33.9277284,,,,,,,,,-999,,,,-999,,,,
228950482,1216387173,1225802923,,,-84.1205861,33.9368776,,,,,-999,,,,-999,,,,-999,,,,
228976806,1216635549,,,,-84.2056356,33.9020664,,,,,,,,,,,,,,,,,
228988579,1219071047,,,,-84.1712339,33.9707615,,,,,,,,,,,,,,,,,
229020001,401493540,,,,-84.0805015,33.9784403,,,,,,,-999,-999,,,,,-999,,,,
229036600,1224628209,1224628210,,,-84.2100203,33.9179539,,,,,,,,,,,,,,,,,
229040791,1221816521,,,,-84.1520022,33.948572,,,,,,,,,,,,,,,,,
229047089,640142797,,,,-84.2142755,33.9414868,,,,,,,,,,,,,,,,,
229053284,1215651433,,,,-83.9858275,33.9564007,,,,,,,,,,,,,,,,,
229088994,1215871830,,,,-84.1157991,33.9615165,,,,,,,,,-999,,-999,-999,,-999,,,
229094178,1225936480,,,,-84.23846,33.9419802,,,,,,,,,,,,,,,,,
229139133,1225076161,,,,-84.1185034,33.903732,,,,,,,,,,,,,,,,,
229154663,1226002499,,,,-84.2220258,33.944744,,,,,,,,,,,,,-999,,,,
229181064,1024438786,,,,-83.9883998,33.9572074,,,,,,,,,,,,,,,,,
229205943,788014966,,,,-84.1667698,33.9194735,,,,,,,,,,,,-999,,,,,
229227732,1102470726,,,,-83.9881557,33.9531923,,,,,,,,,,,,,-999,,,,
229266876,1237122680,,,,-84.0066883,33.9687799,,,,,,,,,,,,,,,,,
229269861,1241774665,,,,-84.2438322,33.9271293,,-999,-999,,-999,,,,,,,,,,,,
229276488,640603441,1219023750,,,-84.1469253,33.9003576,,,,,,,,,,,,-999,,,,,
229365186,1250884357,,,,-84.1257701,33.9150345,,,,,,,,,,,,,-999,,,,
229417998,1220053369,,,,-84.1844243,33.9727051,,,,,,,,,,,,,-999,,,,
229426606,1226064489,,,,-84.0507034,33.9528079,,,,,,,,,-999,,,,-999,,,,
229489591,1220175330,,,,-84.2073664,33.9674428,,,,,,,,,,,,,-999,,,,
229496420,1219098165,1219098166,,,-84.1635431,33.9414356,,,-999,,,,,,,,,-999,,,,,
229520848,1227227176,,,,-84.0105868,33.921827,,,,,,,,,,,,,-999,,,,
229527045,1226039562,,,,-84.0923765,33.9974723,,,,,,,,,-999,-999,-999,-999,-999,-999,,,
229546675,1214580608,,,,-83.9866911,33.9816034,,,,,,,,,,,,,,,,,
229557963,1041550532,,,,-84.1421809,33.9625652,,,,,,,,,,,,,,,,,
229566211,1219880128,1219880129,,,-84.1883784,33.9192671,,,,,,,,,,,,,-999,,,,
229570383,1217580276,,,,-84.1820081,33.8925295,,,,,,,,,,,,,-999,,,,
229627618,1231732449,,,,-84.2570416,33.9043963,,,,,,,,,,,,,,,,,
229629948,1226064453,,,,-84.0579618,33.9570719,,,,,,,,,,,,,,,,,
229630403,1038921356,,,,-84.1843448,33.9270913,,,,,,,,,,-999,,,,,,,
229633635,1226023539,,,,-84.1400857,33.9638854,,,,,,,,,,,,,,,,,
229641335,1225326328,,,,-84.2136315,33.9426598,,,,,,,,,,,,,,,,,
229669411,1230225493,,,,-84.1184035,33.9037269,,,,,,,,,,,,-999,,,,,
229687976,1215898288,,,,-84.1414917,33.8861664,,,,,,,,,,,,,,,,,
229715519,643824697,,,,-84.1920556,33.9694759,,,,,,,,,,,,,,,,,
229770297,647423106,,,,-84.1243474,33.9437597,,,,,,,,,,,,,,,,,
229799982,1218924932,,,,-84.1833901,33.9084049,-999,,,,-999,,,,,,,,-999,,,,
229809383,788014965,,,,-84.1667931,33.9192428,,,,,,,,,,,,,,,,,
229814930,1220557898,,,,-84.2188395,33.9903758,,,,,,,,,,,,,-999,,,,
229828915,1219042192,,,,-84.148111,33.9603087,,,,,,,,,,,,,,,,,
229851912,1232306775,,,,-84.1772086,33.9663894,,,,,,,,,,,,,,,,,
229885707,1220602799,,,,-84.2168462,33.978426,,,,,,,,,,,,,,,,,
229894517,1219620743,,,,-84.1776029,33.9664758,,,,,,,,,,,,,,,,,
229910388,1227905181,,,,-84.1603395,33.9123254,-999,-999,-999,,-999,,-999,-999,,-999,-999,-999,-999,-999,,,
229911544,1217121620,,,,-84.1941505,33.8878948,,,,,,,,,,,,,-999,,,,
229913431,647351694,1221560734,,,-84.1395365,33.9641432,,,,,,,,,,,,,,,,,
229962856,1225774847,,,,-84.1140027,33.9112092,,,,,,,-999,-999,,,,,,,,,
229969252,1220419567,,,,-84.2304353,33.9580754,,,,,,,,,,,,,,,,,
229972793,1220327273,,,,-84.1658264,33.885398,,,,,,,,,,,,,,,,,
229989115,1233229444,,,,-84.2122103,33.9266231,,,,,,,,,,,,,,,,,
230067933,1219877519,,,,-84.1862024,33.9105271,,,,,,,,,,,,,,,,,
230126279,1221601892,,,,-84.1337735,33.8853347,,,,,,,,,,,,,-999,,,,
230157525,1213947781,,,,-83.9919597,33.9718298,,,,,,,-999,-999,,,,,,,,,
230158046,1227905177,1227905179,,,-84.1609904,33.91256,-999,,,,,,-999,-999,,,,-999,-999,,,,
230171099,1226026902,,,,-84.0273426,33.9686099,,,,,,,,,,,,,,,,,
230175836,1226064445,,,,-84.0585807,33.9577392,,,,,,,,,,,,,,,,,
230200555,1224631931,,,,-84.2029801,33.9194047,,,,,,,-999,-999,,,,-999,-999,,,,
230204301,1219896978,,,,-84.1460276,33.9308674,,,,,,,,,,,,,,,,,
230211274,1219620770,,,,-84.1731674,33.9697707,,,,,,,,,-999,,,,,,,,
230232637,1220383479,,,,-84.0910546,33.9491551,,,,,,,,,,,,,,,,,
230268559,1226023535,,,,-84.1466874,33.9697222,,,,,,,,,,,,,,,,,
230271276,401444651,,,,-84.0915061,33.9959077,,,,,,,,,,,,,-999,,,,
230271414,1225326688,1225326691,,,-84.073566,33.976143,,,,,,,,,,,,,,,,,
230282616,1225802911,,,,-84.1207053,33.9354389,,,,,-999,,,,,,,,-999,,,,
230284545,1221540596,,,,-84.2119677,33.9682041,,,,,,,,,,,,,,,,,
230284800,793580797,,,,-83.9927275,33.9708429,,,,,,,,,,,,,,,,,
230298444,1202060444,,,,-83.9868296,33.9573567,,-999,-999,-999,,-999,,,,,,,-999,-999,,,-999
230305286,1221883468,,,,-84.1783025,33.9326205,,,,,,,,,,,,,,,,,
230306352,1227193455,,,,-84.0351887,33.9684818,,,,,,,,,,,,,,,,,
230348002,1220175328,,,,-84.2076364,33.9669923,,,,,,,-999,-999,,,,,-999,,,,
230353449,1243606717,,,,-84.0162938,33.9618288,,,,,,,,,,,,,,,,,
230371165,1107975544,,,,-83.9859891,33.953415,,,,,,,,,,,,,-999,,,,
230376436,1222144507,,,,-84.2094245,33.9846126,,,,,,,,,,,,,,,,,
230382337,1219620744,,,,-84.1773881,33.9666318,,,,,,,,,,,,,,,,,
230400767,1226064487,1226064490,,,-84.0510421,33.9528114,,,,,,,,,,,,,,,,,
230423259,787997163,1224628210,,,-84.2099348,33.917646,,,,,,,,,,,,,,,,,
230460906,1219092594,,,,-84.1262223,33.9464831,,,,,,,,,,,,,,,,,
230467829,787989910,,,,-84.2161945,33.9348682,,,,,,,,,,,,,,,,,
230482136,1215634955,,,,-84.0930107,33.9783619,,,,,,,,,,,,,-999,,,,
230532614,1226064450,,,,-84.0586007,33.9578816,,,,,,,-999,,,,,,,,,,
230534670,1226039574,,,,-84.0820345,33.9871317,,,,,,,,,,,,,,,,,
230537666,1230951925,,,,-84.2446527,33.9269454,,,,,,,,,,,,,,,,,
230577936,1215635454,,,,-84.095913,33.9831438,,,,,,,,,,,,,,,,,
230609475,1215634298,,,,-84.0912138,33.9942817,,,,,,,,,,,,,-999,,,,
230617263,1227925203,,,,-84.0684214,33.9517877,,,,,,,,,,,,,,,,,
230640804,1226026357,,,,-84.1144396,33.9496764,,,,,,,,,,,,,,,,,
230646300,1224615442,1225326356,,,-84.2006081,33.9472462,,,,,,,-999,,-999,,,,-999,,,,
230655383,401632879,1215632051,,,-84.0932796,33.9979938,,,,-999,,,,,,,,,,,,,
230665568,1221874652,,,,-84.235047,33.9641151,,,,,,,,,,,,,,,,,
230679310,1224615428,,,,-84.197358,33.9486671,,,,,,,,,,,,-999,,,,,
230717109,1221906016,,,,-84.2487448,33.9573492,,,,,,,,,,,,,-999,,,,
230729040,1220136561,,,,-84.1217237,33.9029065,,,,,,,,,,,-999,,,,,,
230779543,1222697010,,,,-84.1758022,33.9276205,,,,,,,,,,,,,,,,,
230785264,1216329261,,,,-84.220869,33.8982631,,,,,,,,,,,,,,,,,
230787091,1219010785,,,,-84.1279265,33.9469259,,,,,,,,,,,,,,,,,
230806768,1243606726,,,,-84.0343765,33.9586766,,,,,,,,,,,,,-999,,,,
230814139,1217436885,1217436887,,,-84.1185703,33.9620285,,,,,,,,-999,,,,,,-999,,,
230815638,1230994643,,,,-84.1898999,33.8810738,,,,,,,-999,-999,,,,,-999,,,,
230820262,401429392,,,,-84.0801301,33.9860569,,,,,,,,,,,,,,,,,
230841365,647351702,1221857727,,,-84.1361401,33.9608803,,,,,,,-999,-999,,,,,,,,,
230889239,1221874635,,,,-84.2330473,33.9676837,,,,,,,,,,,,,,,,,
230959565,1201833989,,,,-83.9792962,33.9568631,,,,,,,,,,,,,,,,,
230974121,1221874633,,,,-84.2321194,33.9680181,,,,,,,,,,,,,,,,,
231016182,1229571773,,,,-84.1511271,33.9079469,,,,,,,,,,,-999,-999,,,,,
231022148,1217565812,,,,-84.1579451,33.8870753,,,,,,,,,,-999,,,,,,,
231025605,1225091607,,,,-84.1854155,33.9362939,,,,,,,,,,,,,,,,,
231045534,1221906037,,,,-84.2409318,33.9442466,,,,,,,,,,,,,,,,,
231054802,1225088116,1226002525,,,-84.2127002,33.9456864,,,,,,,,,,,,,-999,,,,
231055373,635092441,,,,-83.9911569,33.9562277,,,-999,,,,,,,,,,,,,,
231078033,1219023752,,,,-84.1502659,33.9018878,,,,,,,,,,,,,-999,,,,
231089220,1221874628,,,,-84.2290776,33.9692117,,,-999,,,,,,,,,-999,,,,,
231102002,1221874687,,,,-84.2345781,33.9673479,,,,,,,,,,,,,,,,,
231105395,1215651432,1215651433,,,-83.9855894,33.9564263,,-999,-999,,-999,-999,,,,,,,,-999,,,-999
231118165,1167196108,,,,-83.9810041,33.9517365,,,,,,,,,,,,,,,,,
231132365,1220383478,,,,-84.0910437,33.9491464,,,,,,,,,,,,,,,,,
231156937,1224622507,,,,-84.1959272,33.9401652,,,,,,,,,,,,,,,,,
231158564,1219880128,1219880130,,,-84.1883415,33.919012,,,,,,,,,,,,,,,,,
231166614,1215629847,,,,-84.1008829,33.9827534,,,,,,,,,,,,,,,,,
231190194,1107975566,,,,-83.9852523,33.9525585,,-999,-999,,,,,,,,,,,,,,
231229046,1225050101,,,,-84.1010913,33.9517898,,,,,,,,,,,,,,,,,
231285710,1201768281,1227433171,,,-83.9949067,33.9525213,,,,,,,,,,,,,,,,,
231286902,1213950066,,,,-83.9903417,33.9653769,,,,,,,,,,,,,,,,,
231304613,1225088112,1225088114,,,-84.2146,33.9433465,,-999,,,,,,,,,,,-999,,,,
231316276,1249803439,,,,-84.2028692,33.9848679,,,,,,,,,,,,,,,,,
231379409,647337488,,,,-84.1370833,33.9655247,,,,,,,,,,,,-999,,,,,
231400230,1217856179,,,,-84.1463582,33.9694224,,,,,,,,,,,,,,,,,
231411326,1217190365,,,,-84.1949794,33.8962454,,,,,,,,,,,,,-999,,,,
231411417,1106984981,,,,-84.0164623,33.9243311,,,,,,,,,,,,,-999,,,,
231421096,1028778653,,,,-84.0056254,33.9195846,,,,,,,,,,,,,-999,,,,
231438330,1218898143,,,,-84.1139499,33.9038918,,,,,,,,,,,,,,,-999,-999,
231448287,1227908771,1227908774,,,-84.1478423,33.9198624,,,,,,,,,,,,,-999,,,,
231450591,635092438,1107981674,,,-83.9913335,33.9572126,-999,,,-999,,,,,,,,,-999,,,,
231459751,1215634955,,,,-84.0930471,33.9782136,,,,,,,,,,,,,-999,,,,
231481651,1215636775,,,,-84.0924555,33.9916211,,,,,,,,,,,,,,,,,
231494086,635092683,,,,-83.979288,33.9567822,,,,,,,,,,,,,,,,,
231523213,1225093179,,,,-84.2072398,33.9442272,,,,,,,,,,,,,-999,,,,
231577547,1202055152,,,,-83.9857927,33.9592828,,,-999,,,,,-999,,,,-999,-999,,,,
231577973,1220383476,1220383478,,,-84.0910241,33.9489302,,-999,,,,,,,,,,,,,,,
231583109,1232576354,,,,-84.2790166,33.9028207,,,,,,,,,,,,,,,,,
231584017,1041550510,,,,-84.1417805,33.9654308,,,,,,,,,,,,,,,,,
231675356,1217121569,,,,-84.18186,33.8895924,,,,,,,,,,,,,-999,,,,
231722416,1202060444,,,,-83.9869356,33.9573405,,,-999,,,,,,-999,,,,-999,,,,-999
231748389,787989912,,,,-84.2163267,33.9344661,,,,,,,,,,,,,,,,,
231770266,1233095360,1233095363,,,-84.0647065,33.9480734,,,,,,,,,,,,,,,,,
231789391,451716626,1221571461,,,-84.2406242,33.9474318,,,,,,,,,,,,,,,,,
231801053,1219637364,,,,-84.1488402,33.8979964,,,,,,,,,,,,,,,,,
231824081,1215624149,,,,-84.093413,33.9772878,,,,,,,,,,,,,,,,,
231825276,1221795315,,,,-84.2398095,33.9448051,,,,,,,,,,,,,,,,,
231839555,1230951923,1241774665,,,-84.2439422,33.927106,,,,,,,,,,,,,,,,,
231845272,1230968000,,,,-84.2308095,33.9231164,,,,,,,,,,,,,,,,,
231850190,1224615459,,,,-84.2032091,33.9414312,,,,,,,,,,,,,,,,,
231857232,1226808035,,,,-84.1986375,33.9298887,,,,,,,,,-999,,,,-999,,,,
231894023,1221795282,1221795285,,,-84.2319519,33.9492445,,,,,,,,,,,,,,,,,
