stmCrossingLinkID,stmPedRampID1,stmPedRampID2,stmPedRampID3,stmPedRampID4,RampCount
1215870631,267216322,285069346,,,2
1215870710,239463696,257741813,,,2
1215870711,268248729,239463696,,,2
1215870713,298373885,283759595,,,2
1215870714,290736025,211155802,,,2
1215870715,240162720,265199244,,,2
1215870846,257524145,217053688,,,2
1215870849,257779837,236440227,,,2
1215871828,227341194,248881149,,,2
1215871829,228834034,276269863,,,2
1215871830,229088994,278731546,,,2
1215871832,227341194,228834034,,,2
1215871833,221593705,218504457,,,2
1215871834,232120340,270963811,,,2
1215872725,227856848,239196581,,,2
1215872732,212646430,216724996,,,2
1215872733,260248181,212646430,,,2
1215872734,243889553,260248181,,,2
1215872736,216724996,243889553,,,2
1215873187,294375607,286627244,,,2
1215873562,295825664,254208904,,,2
1215873567,280940279,227856848,,,2
1215875014,218376618,,,,1
1215875017,262739393,284204129,,,2
1215898284,221945152,260367540,,,2
1215898287,253187845,,,,1
1215898288,229687976,,,,1
1216024352,225286733,277155858,,,2
1216141362,242493944,293153731,,,2
1216141376,245514937,,,,1
1216141388,224240422,218005369,,,2
1216141391,276588733,217036458,,,2
1216141393,219203591,214613979,,,2
1216141398,253541271,252707984,,,2
1216141410,223726565,221470830,,,2
1216141411,276473755,221470830,,,2
1216141413,272167120,223726565,,,2
1216141424,218186441,,,,1
1216141426,236272472,281068728,,,2
1216141427,268745278,266518815,,,2
1216141428,287028960,279920934,,,2
1216141432,236898843,282768902,,,2
1216144397,294973548,253672562,,,2
1216144401,279514599,284901926,,,2
1216144413,285608747,,,,1
1216269260,267936200,276048324,,,2
1216269286,284544092,238133524,,,2
1216269300,247452044,273982376,,,2
1216291054,256683806,228518538,,,2
1216291065,218615560,240232801,,,2
1216291077,270006406,246981682,,,2
1216291078,263753079,270006406,,,2
1216291079,299063181,246981682,,,2
1216291080,220617575,282723223,,,2
1216291097,264911063,255936337,,,2
1216291098,294124137,264911063,,,2
1216291117,214639916,217630241,,,2
1216291128,246325819,237085215,,,2
1216291146,289320872,293738962,,,2
1216291154,269998013,246726074,,,2
1216291156,257824152,241906405,,,2
1216291167,285748980,292036646,,,2
1216291169,213191225,269687978,,,2
1216291171,248889413,240724437,,,2
1216291172,278294862,274933434,,,2
1216291175,252633637,289436226,,,2
1216291177,248078924,292753071,,,2
1216291181,262786698,249235186,,,2
1216291182,279637174,285607430,,,2
1216298352,298421339,290184736,,,2
1216302424,280784575,298125357,,,2
1216302425,219915034,299779483,,,2
1216302428,236248104,,,,1
1216302432,297197601,,,,1
1216305487,293323954,249685018,,,2
1216329247,285035133,276494995,,,2
1216329251,292775564,267563382,,,2
1216329253,295962004,215540375,,,2
1216329257,237591023,221530973,,,2
1216329258,270383000,213240325,,,2
1216329261,230785264,259883417,,,2
1216329262,265470037,252064585,,,2
1216329265,292636075,241504484,,,2
1216329267,225660748,234129943,,,2
1216329275,259925730,296309541,,,2
1216329276,283693830,248102785,,,2
1216329278,274275231,227505967,,,2
1216329279,287082328,256932060,,,2
1216329282,235364799,210631406,,,2
1216329283,217630241,235364799,,,2
1216329284,214427169,214639916,,,2
1216329289,251368052,210067642,,,2
1216329293,211660911,287786555,,,2
1216329295,256932060,211660911,,,2
1216329297,237273036,287082328,,,2
1216329306,237085215,,,,1
1216329309,223696161,220926924,,,2
1216329310,228635318,210481427,,,2
1216329311,233097367,262833741,,,2
1216329321,246325819,,,,1
1216378700,217668408,262768269,,,2
1216378702,232606650,251717999,,,2
1216378704,273789342,,,,1
1216378705,273789342,,,,1
1216378706,225152448,297170487,,,2
1216378707,259046110,221691246,,,2
1216378723,214943330,255830141,,,2
1216378729,222294223,220039892,,,2
1216378732,250499674,281966645,,,2
1216386665,253584362,216887780,,,2
1216386666,224693193,283219496,,,2
1216386667,215958282,224693193,,,2
1216386671,214174689,245667247,,,2
1216386672,271482323,221951751,,,2
1216386673,250534696,227276272,,,2
1216386676,265951637,268087606,,,2
1216386677,235101006,265951637,,,2
1216386679,248628788,235101006,,,2
1216386680,219688485,270224484,,,2
1216386681,269567796,265516279,,,2
1216386682,254602433,269567796,,,2
1216386683,283366246,251007326,,,2
1216387173,228950482,240452659,,,2
1216387177,264414824,218984687,,,2
1216635549,228976806,292223106,,,2
1216635550,237310205,277717650,,,2
1216635552,250170467,293738962,,,2
1216635553,289320872,250170467,,,2
1216635561,269271008,237906529,,,2
1216635562,293793642,237906529,,,2
1216635566,282745327,248903581,,,2
1216635582,237590051,263197007,,,2
1216635589,288638112,215291511,,,2
1216635600,267002730,269271008,,,2
1216649385,226093270,246745093,,,2
1216649387,234720259,225861714,,,2
1216649388,250591167,277259406,,,2
1216649392,277928737,296595752,,,2
1216649394,225435966,279223674,,,2
1216649396,279771107,261814450,,,2
1216649401,219425535,222981521,,,2
1216649414,299225746,261601959,,,2
1216649416,240673577,218920563,,,2
1216674571,264595625,262455176,,,2
1216674573,245311976,252174127,,,2
1216674574,245311976,,,,1
1216674575,247416345,279265422,,,2
1216674576,219687271,286936125,,,2
1216674577,286001015,293854382,,,2
1216674580,291318234,250729508,,,2
1216674589,228778925,223130169,,,2
1216674591,239633202,245472998,,,2
1216892808,267249826,290674585,,,2
1216902930,271259138,,,,1
1216902931,234336641,282745327,,,2
1216902944,210626227,,,,1
1216909228,224501605,247405657,,,2
1216909229,215695380,256061491,,,2
1216909232,258859426,,,,1
1216909240,260113628,236619609,,,2
1216911374,228789703,266109401,,,2
1216918252,242507890,297006623,,,2
1216918254,219382762,244812728,,,2
1216918256,223564993,256739265,,,2
1216918258,263477858,260358651,,,2
1216918271,265603477,289924531,,,2
1216918273,290655662,234893637,,,2
1216921984,264697966,213191225,,,2
1216921985,237214715,269687978,,,2
1216921987,283931336,285688866,,,2
1216921990,264697966,237214715,,,2
1216922004,245842353,255210386,,,2
1216922007,252867545,250593274,,,2
1216926059,251775655,266812549,,,2
1217121556,222897946,,,,1
1217121557,281768357,,,,1
1217121559,293944556,,,,1
1217121569,231675356,,,,1
1217121571,296724446,288316693,,,2
1217121573,298918701,253186485,,,2
1217121581,255241852,,,,1
1217121589,232832605,264153236,,,2
1217121590,233945984,292966670,,,2
1217121593,249942397,265737083,,,2
1217121595,292946957,,,,1
1217121597,256325836,219333547,,,2
1217121600,290602077,,,,1
1217121606,246931944,,,,1
1217121607,233329768,,,,1
1217121619,258846766,237857171,,,2
1217121620,226773837,229911544,,,2
1217121621,246931944,,,,1
1217190328,283582827,281593910,,,2
1217190365,231411326,248713900,,,2
1217190379,222274260,223714953,,,2
1217190381,251502852,285477648,,,2
1217190383,275950353,260001690,,,2
1217190394,283072366,,,,1
1217190396,288508498,,,,1
1217192980,233366101,271403343,,,2
1217381562,220727357,256351503,,,2
1217381564,219033845,264387974,,,2
1217381566,235579301,234789617,,,2
1217381567,251273469,234215857,,,2
1217381569,271166220,292524571,,,2
1217381575,264327934,275651998,,,2
1217436885,230814139,255144173,,,2
1217436886,288171366,284236377,,,2
1217436887,260102702,230814139,,,2
1217436888,226692977,220778178,,,2
1217436891,260102702,226692977,,,2
1217436898,214919867,245747313,,,2
1217436899,216921947,243513359,,,2
1217436903,245747313,243513359,,,2
1217436911,264851534,297049417,,,2
1217436912,218133945,213493029,,,2
1217436913,217547838,211978117,,,2
1217436915,217538728,213493029,,,2
1217436917,218133945,211978117,,,2
1217443248,232716883,265204188,,,2
1217443249,258451482,232716883,,,2
1217443251,283848393,272868155,,,2
1217443255,233188560,250803245,,,2
1217565807,293233520,242666826,,,2
1217565808,242666826,,,,1
1217565809,222871162,,,,1
1217565811,279476698,222871162,,,2
1217565812,231969563,231022148,,,2
1217565815,227924516,221326194,,,2
1217565816,210423916,221326194,,,2
1217565817,237972175,214943330,,,2
1217565818,299462254,241500711,,,2
1217565822,241854356,282235285,,,2
1217565823,295910643,289795865,,,2
1217565824,224914687,227076346,,,2
1217567959,275627589,298051597,,,2
1217567960,237551054,231969563,,,2
1217567962,267264458,281612177,,,2
1217573068,210911829,260483144,,,2
1217573072,240833536,258931720,,,2
1217580268,274065983,233336343,,,2
1217580270,270421769,234592544,,,2
1217580272,254178752,243572910,,,2
1217580275,276692900,262593457,,,2
1217580276,229570383,298918701,,,2
1217580277,268882903,234415228,,,2
1217580278,256747043,251294585,,,2
1217856179,231400230,258167399,,,2
1217862663,260902430,211256434,,,2
1217862671,295002357,,,,1
1217862674,253707787,242991749,,,2
1218786008,215471197,248532542,,,2
1218786009,264126978,215471197,,,2
1218786010,238234381,264126978,,,2
1218786011,248532542,238234381,,,2
1218789662,246327515,213669576,,,2
1218789664,231933422,278269053,,,2
1218789665,278269053,,,,1
1218789666,291492031,,,,1
1218791075,224722273,,,,1
1218791078,298795613,213033871,,,2
1218791079,224722273,298795613,,,2
1218794344,217429956,215410147,,,2
1218794347,213033871,,,,1
1218794348,219386967,228675770,,,2
1218828541,283444966,247778722,,,2
1218828542,270456110,283444966,,,2
1218828544,279283304,287433365,,,2
1218828556,277951141,252289137,,,2
1218828557,251147181,292614657,,,2
1218828561,269831069,226975266,,,2
1218828567,282147494,224315739,,,2
1218828571,218122536,260441019,,,2
1218828589,226815841,221799705,,,2
1218828597,239362218,233045781,,,2
1218828604,245224201,247637927,,,2
1218828610,237504370,215528676,,,2
1218848672,220770563,237259967,,,2
1218866245,256772606,271271196,,,2
1218866248,228368441,295999086,,,2
1218866266,217424837,258343448,,,2
1218866267,228368441,,,,1
1218866269,225874295,,,,1
1218868837,244249936,,,,1
1218868860,278267337,262214147,,,2
1218868861,254468641,221356856,,,2
1218868864,212380777,297600280,,,2
1218868872,227958707,270061074,,,2
1218868873,224273638,234680389,,,2
1218868875,221363947,292377884,,,2
1218884789,278866174,214932132,,,2
1218891648,269308084,285462392,,,2
1218891664,293885733,264717126,,,2
1218892796,227282192,215839226,,,2
1218895458,294500495,284249544,,,2
1218896627,265951188,264321185,,,2
1218896628,238902348,269276813,,,2
1218896629,251473866,238902348,,,2
1218896863,290046785,221320624,,,2
1218897266,278304800,289116717,,,2
1218897278,236116715,276082939,,,2
1218897279,246191356,286451099,,,2
1218897280,270381859,285793560,,,2
1218897282,291340701,249761999,,,2
1218897284,272113771,242996298,,,2
1218898139,221893187,220770563,,,2
1218898140,298707441,285927774,,,2
1218898143,296806605,231438330,,,2
1218898621,211964623,255364538,,,2
1218899762,251570305,287099249,,,2
1218899763,242746470,287099249,,,2
1218899767,278121652,214391566,,,2
1218899769,224775531,267723747,,,2
1218899771,267877714,244068730,,,2
1218899773,274812732,224448763,,,2
1218918527,262908552,221097198,,,2
1218921511,224235464,231956247,,,2
1218921512,270160102,218107552,,,2
1218921513,272295223,270160102,,,2
1218921534,284082969,284849434,,,2
1218921535,288083407,241416192,,,2
1218921537,296647925,266623320,,,2
1218921540,262551668,,,,1
1218923650,291429339,244307874,,,2
1218923654,265040518,250076029,,,2
1218923656,273422126,238524358,,,2
1218923658,273258994,291538239,,,2
1218924900,226573214,247660383,,,2
1218924905,243280721,233790652,,,2
1218924907,225903909,248830817,,,2
1218924908,287442821,248830817,,,2
1218924910,246414134,287442821,,,2
1218924911,225903909,246414134,,,2
1218924913,276166541,269990141,,,2
1218924915,242610732,275470545,,,2
1218924917,217961175,,,,1
1218924919,276311486,232146049,,,2
1218924928,256945684,225947547,,,2
1218924929,260437870,235768392,,,2
1218924931,264265535,246225580,,,2
1218924932,216681622,229799982,,,2
1218924933,282339009,210470383,,,2
1218924934,275070714,256945684,,,2
1218937871,220306109,217715837,,,2
1218937872,257435462,220306109,,,2
1218937873,281099813,278763573,,,2
1218937874,259223289,217715837,,,2
1218937875,274767065,289363133,,,2
1218937877,274464016,296553264,,,2
1218937878,248945843,272569020,,,2
1218937880,264563666,240105939,,,2
1218937882,275004839,266507599,,,2
1219010764,233544455,276656539,,,2
1219010765,232938787,287646743,,,2
1219010767,272682150,248094754,,,2
1219010772,243974144,286265464,,,2
1219010779,220029108,,,,1
1219010780,272197341,,,,1
1219010782,210357591,246849223,,,2
1219010785,230787091,243904814,,,2
1219010787,267033461,264367571,,,2
1219010788,242964496,222039402,,,2
1219010818,210659266,289890159,,,2
1219010825,245704878,285492867,,,2
1219010826,245412186,259751678,,,2
1219010827,245704878,245412186,,,2
1219010829,227958707,221363947,,,2
1219010832,248511538,283535015,,,2
1219010834,291315427,210812716,,,2
1219010835,248511538,291315427,,,2
1219010836,212212034,289928421,,,2
1219010837,219628959,212212034,,,2
1219023701,254117293,293889887,,,2
1219023703,244130415,290482527,,,2
1219023735,288283675,,,,1
1219023748,210792981,267655708,,,2
1219023750,299640626,229276488,,,2
1219023752,276668988,231078033,,,2
1219024756,258369230,266652539,,,2
1219024757,250963554,266652539,,,2
1219024758,277443130,258369230,,,2
1219042192,229828915,245966601,,,2
1219054996,296585452,,,,1
1219071045,250527998,295811056,,,2
1219071047,228988579,261306198,,,2
1219071049,269215814,269221418,,,2
1219082543,213485892,276998605,,,2
1219082544,242875202,276998605,,,2
1219082545,299181553,242875202,,,2
1219082546,213485892,299181553,,,2
1219082561,279210188,246908949,,,2
1219082566,233964045,280227904,,,2
1219082574,222394268,289532468,,,2
1215637861,,,,,
1215875737,,,,,
1216141382,,,,,
1216144374,,,,,
1216144415,,,,,
1216302439,,,,,
1216302441,,,,,
1216378751,,,,,
1216902928,,,,,
1216902940,,,,,
1216902949,,,,,
1217121560,,,,,
1217121562,,,,,
1217121567,,,,,
1217121623,,,,,
1217190391,,,,,
1217190414,,,,,
1217192978,,,,,
1217443272,,,,,
1217573063,,,,,
1217573076,,,,,
1217580273,,,,,
1217819447,,,,,
1217819449,,,,,
1217819450,,,,,
1218848649,,,,,
1218866252,,,,,
1218866254,,,,,
1218866256,,,,,
1218866258,,,,,
1218866260,,,,,
1218866262,,,,,
1218866270,,,,,
1218868845,,,,,
1218868965,,,,,
1218897289,,,,,
1218897291,,,,,
1218897293,,,,,
1218898148,,,,,
1218898150,,,,,
1218898151,,,,,
1218898152,,,,,
1218921506,,,,,
1218921507,,,,,
1218921508,,,,,
1218921541,,,,,
1218923660,,,,,
1218937865,,,,,
1219010778,,,,,
1219054992,,,,,
1219082555,,,,,
1219082556,,,,,
1219082582,216125259,277933918,,,2
1219086350,272270430,273238232,,,2
1219086356,278603824,237053164,,,2
1219086361,285748898,,,,1
1219086372,220330559,213309095,,,2
1219086373,263824331,226093270,,,2
1219086375,269944163,297752893,,,2
1219092594,248600745,230460906,,,2
1219092596,232463280,290517256,,,2
1219092598,276709122,,,,1
1219092602,289841358,289617080,,,2
1219092608,218830736,276041706,,,2
1219092631,211989600,252642241,,,2
1219092637,261977435,262029407,,,2
1219092639,291138449,271092134,,,2
1219095980,286039482,,,,1
1219095987,236061786,297592288,,,2
1219095991,291439853,216759220,,,2
1219097539,284800586,214888145,,,2
1219098138,236539302,,,,1
1219098145,246091848,212568064,,,2
1219098146,245038274,291078100,,,2
1219098147,267518494,245038274,,,2
1219098148,288411276,250971424,,,2
1219098149,238335276,,,,1
1219098150,216718192,241388706,,,2
1219098158,298153555,292882451,,,2
1219098162,246241390,,,,1
1219098165,248967544,229496420,,,2
1219098166,226386907,229496420,,,2
1219098168,240050556,248967544,,,2
1219098173,257214825,253249795,,,2
1219098174,212445447,252728802,,,2
1219098175,247382490,242938808,,,2
1219098176,252025445,262432441,,,2
1219098177,269026906,247827833,,,2
1219098178,274001548,290948856,,,2
1219098182,234644290,215831744,,,2
1219098184,216528073,271342098,,,2
1219098185,260085914,259074965,,,2
1219098186,247145576,256806879,,,2
1219098187,278362561,247145576,,,2
1219098192,283345658,232139040,,,2
1219098196,292854206,263194314,,,2
1219102726,292009540,236179979,,,2
1219102743,273922240,228567603,,,2
1219102744,262129243,264173325,,,2
1219102745,247144261,,,,1
1219102747,279514599,262129243,,,2
1219102748,250575900,238181804,297679686,,3
1219104171,239411844,212267528,,,2
1219104199,289937867,273175336,,,2
1219397289,268847021,224446214,,,2
1219397291,294831177,245643392,,,2
1219397293,296274071,293780155,,,2
1219397296,266853569,,,,1
1219397298,234888056,284485712,,,2
1219518336,273070668,227793106,,,2
1219518347,249302831,,,,1
1219571153,211370177,257418665,,,2
1219571155,262793507,211370177,,,2
1219571159,232229160,,,,1
1219571164,253610883,266161124,,,2
1219571167,280700400,235614639,,,2
1219571173,259606246,,,,1
1219590006,239893329,251172071,,,2
1219620743,229894517,213487775,,,2
1219620744,256298374,230382337,,,2
1219620745,266651251,224775460,,,2
1219620746,226061690,292257606,,,2
1219620747,251854423,210616719,,,2
1219620770,230211274,274201793,,,2
1219620772,221624870,252860826,,,2
1219620775,276612198,262698772,,,2
1219620782,265793081,278486297,,,2
1219620806,266921943,275617669,,,2
1219620807,258260962,250320949,,,2
1219620809,298158190,234476621,,,2
1219637361,216951966,215307888,,,2
1219637363,263534842,279508888,,,2
1219637364,231801053,212166846,,,2
1219637367,266842667,233969249,,,2
1219637377,282001841,254290196,,,2
1219637379,282132764,211131221,,,2
1219637388,211835827,227152130,,,2
1219637389,232150822,,,,1
1219667021,250363319,271052590,,,2
1219667022,216719581,271052590,,,2
1219667036,261274745,251945539,,,2
1219667041,248968703,262592117,,,2
1219667048,248049469,,,,1
1219877342,249746261,294560794,,,2
1219877343,277836303,,,,1
1219877344,290625437,,,,1
1219877507,247050708,251658295,,,2
1219877509,293508594,263731297,,,2
1219877512,274538750,259163852,,,2
1219877514,265544082,244635808,,,2
1219877519,230067933,243125004,,,2
1219880127,238355176,268290247,,,2
1219880128,231158564,229566211,,,2
1219880129,238355176,229566211,,,2
1219880130,268290247,231158564,,,2
1219887603,285102402,244682623,,,2
1219887604,244796584,295266625,,,2
1219887605,244682623,295266625,,,2
1219887606,285102402,244796584,,,2
1219887616,237437273,,,,1
1219887640,252597270,287764879,,,2
1219887642,293674630,275273781,,,2
1219887646,294851439,,,,1
1219887648,223075911,,,,1
1219896976,243455139,244861838,,,2
1219896977,298258913,239506390,,,2
1219896978,290970727,230204301,,,2
1219896979,277936500,290970727,,,2
1219896980,287424003,238454609,,,2
1219896981,293974130,286122689,,,2
1219896986,250014029,,,,1
1219896990,260417333,,,,1
1219897011,254889573,259729616,,,2
1219898541,227590463,286809755,,,2
1219898542,217242354,297322136,,,2
1219898544,290569863,235068897,,,2
1219898546,299594021,235068897,,,2
1219898548,247214359,,,,1
1219903166,297840998,255396802,,,2
1219910549,244020858,268901472,,,2
1219910550,240303611,268901472,,,2
1219910551,254746393,244020858,,,2
1219910553,254145912,287130583,,,2
1219910555,253872072,271404898,,,2
1219910559,264252014,237883115,,,2
1219910562,269691206,264541695,,,2
1219910563,268074072,210986392,,,2
1219910566,269631700,297932043,,,2
1219910568,269631700,,,,1
1219910570,227003395,,,,1
1219910572,251052007,227003395,,,2
1220033051,297924176,245459868,269814952,,3
1220033052,277735868,297924176,,,2
1220033054,218038905,271273164,,,2
1220033056,275901965,294315986,,,2
1220033058,250881111,274282440,,,2
1220033060,228426492,241505459,,,2
1220033064,284227279,235160867,,,2
1220033066,280638786,249697015,,,2
1220033068,264643063,294321263,,,2
1220036025,260494177,250204585,,,2
1220036027,242433421,298575411,,,2
1220036029,269048866,298398185,,,2
1220053369,239967100,229417998,,,2
1220053370,233897382,236265598,,,2
1220053373,296933004,239967100,,,2
1220053386,210462746,234142479,,,2
1220062221,272031308,256838953,,,2
1220062232,254261968,233896101,,,2
1220062242,272166435,297174868,,,2
1220087249,274585263,252643987,,,2
1220099563,221734794,232839875,,,2
1220103383,286400740,,,,1
1220120112,219915034,299779483,,,2
1220120129,242911897,,,,1
1220120137,233939237,298423793,,,2
1220120151,258789991,253750699,,,2
1220120152,239716734,264248336,,,2
1220120153,285617888,263678569,,,2
1220120154,210800400,299659172,,,2
1220120155,270999882,288405543,,,2
1220136560,220330559,263824331,,,2
1220136561,230729040,263654710,,,2
1220142980,241919698,282195198,,,2
1220151621,278321039,268903496,,,2
1220151623,291943208,224851014,,,2
1220151628,214008375,296707171,,,2
1220159719,266605374,282234617,,,2
1220159723,216570168,295975284,,,2
1220159724,227917153,266605374,,,2
1220159725,271593190,282234617,,,2
1220159732,271890072,257195570,,,2
1220161993,273320525,257195570,,,2
1220161994,290107434,271890072,,,2
1220161995,295304008,294385254,,,2
1220161996,285954379,,,,1
1220161997,284529347,211920251,,,2
1220161999,213525956,251800411,,,2
1220162000,251473631,264747780,,,2
1220162001,243459411,260526490,,,2
1220162002,245477009,249086196,,,2
1220162003,241476623,223070849,,,2
1220163042,274560348,244125468,,,2
1220163043,220787975,269714980,,,2
1220163044,295975284,269714980,,,2
1220163045,216570168,274560348,,,2
1220163588,266370410,224063999,,,2
1220163589,246244248,257277552,,,2
1220163590,224063999,246244248,,,2
1220175322,215261115,265284772,,,2
1220175323,262059103,265284772,,,2
1220175324,256487686,215261115,,,2
1220175328,230348002,214539805,,,2
1220175330,229489591,,,,1
1220175336,294417621,286030663,,,2
1220175338,296308486,299094761,,,2
1220175340,281203375,214329174,,,2
1220175346,282098908,282765041,,,2
1220175348,295589439,244893704,,,2
1220176409,266236017,241248011,,,2
1220176411,258030116,294376901,,,2
1220177492,279860850,222594299,,,2
1220177494,241757784,212292584,,,2
1220177500,257741364,221609387,,,2
1220327255,272496991,289176207,,,2
1220327257,241319073,288299540,,,2
1220327272,276262278,264968235,,,2
1220327273,229972793,247959432,,,2
1220327283,243858260,,,,1
1220327287,278739961,,,,1
1220338541,265057364,267552945,,,2
1220338545,211326886,268335320,,,2
1220338547,294832859,215941192,,,2
1220338549,233488954,219211937,,,2
1220338552,286347668,255704362,,,2
1220338558,246091570,247793610,,,2
1220338563,281963600,295082282,,,2
1220338564,212324145,240281979,,,2
1220338565,295869737,237130304,,,2
1220338567,265908592,281853150,,,2
1220338594,223580651,,,,1
1220338596,298416840,231978308,,,2
1220338606,252924797,256605895,,,2
1220345049,296672485,240974035,,,2
1220354494,235932485,294509494,,,2
1220354495,235243816,217252005,,,2
1220380964,289600725,253728508,,,2
1220380965,296476700,284800586,,,2
1220380966,259714021,221322829,,,2
1220380967,210434465,259714021,,,2
1220380968,295391189,265813772,,,2
1220381990,246980619,235267691,,,2
1220381991,251658295,,,,1
1220381992,246980619,,,,1
1220381998,264542961,214775298,,,2
1220382007,297397205,245665466,,,2
1220383473,234617355,224345221,,,2
1220383476,231577973,293396037,,,2
1220383477,278451720,293396037,,,2
1220383478,231132365,231577973,,,2
1220383479,230232637,232362563,,,2
1220383480,258736132,261514087,,,2
1220383481,221671077,226247087,,,2
1220389465,247028047,284555055,,,2
1220389467,272195022,265068706,,,2
1220389475,279368406,235635864,,,2
1220389478,268247341,214062754,,,2
1220389480,292742114,275477161,,,2
1220391795,298384439,275005564,,,2
1220391797,288144517,299863480,,,2
1220391806,270279035,264816693,,,2
1220403310,297301355,236115547,,,2
1220406637,286387134,263154677,,,2
1220406640,253616198,272948922,,,2
1220411807,267095239,242171048,,,2
1220411832,233395637,277710705,,,2
1220416290,279180904,,,,1
1220416294,280472007,,,,1
1220416296,240121507,,,,1
1220416298,258583630,,,,1
1220416300,214789987,,,,1
1220417207,247778996,217507655,,,2
1220417210,224301619,214067549,,,2
1220419538,237042024,275764025,,,2
1220419540,291171661,237042024,,,2
1220419541,274232090,239540639,,,2
1220419554,276118249,220796016,,,2
1220419558,277319533,276118249,,,2
1220419561,251347935,278169655,,,2
1220419562,285615285,288336581,,,2
1220419565,210835380,235743569,,,2
1220419567,229969252,237856255,,,2
1220419574,252144839,247109095,,,2
1220419575,296430768,211355475,,,2
1220419576,247109095,296430768,,,2
1220419580,228872919,227035728,,,2
1220419588,249683011,210854940,,,2
1220419595,261052489,297030652,,,2
1220419601,294354434,,,,1
1220494584,285390538,221405072,,,2
1220557898,237722792,229814930,,,2
1220557901,271023026,288719132,,,2
1220565164,244298789,219101994,,,2
1220565166,224348969,,,,1
1220565173,224965531,224513395,,,2
1220602793,215430381,293983726,,,2
1220602799,289333321,229885707,,,2
1221540582,291223279,291778694,,,2
1221540583,241349065,291223279,,,2
1221540590,242761780,296854875,,,2
1221540596,219771514,230284545,,,2
1221540598,263831988,292862205,,,2
1221542476,265799393,,,,1
1221542478,275263487,,,,1
1221560713,272844202,275130399,,,2
1221560717,211059974,289859773,,,2
1221560731,210170200,273844965,,,2
1221560734,237910600,229913431,,,2
1221568414,257376460,252105618,,,2
1221571457,289714683,288220602,,,2
1221571459,215236466,257261312,,,2
1221571460,216600232,234675186,,,2
1221571461,231789391,234675186,,,2
1221571463,286641387,216600232,,,2
1221574020,213238040,,,,1
1221574035,218751343,,,,1
1221577588,237839779,210111643,,,2
1221577589,272524432,242301196,,,2
1221577591,232320389,272524432,,,2
1221577592,237839779,232320389,,,2
1221577594,238456012,257694838,,,2
1221577597,215304363,261064123,,,2
1221577600,213635826,268480105,,,2
1221577602,263640662,213635826,,,2
1221577607,266977400,232441554,,,2
1221577611,247396973,245336257,,,2
1221577613,239046510,298923016,,,2
1221578703,246486834,256291985,,,2
1221587586,233112786,233831660,,,2
1221587589,233143179,298219815,,,2
1221601892,230126279,216930982,,,2
1221601896,226201516,,,,1
1221601900,297227691,248768056,,,2
1221601901,213178676,248768056,,,2
1221601907,255501685,270481257,,,2
1221601911,279900942,226399707,,,2
1221601953,211522267,249414739,,,2
1221605507,244314634,235667960,,,2
1221605509,239429667,287496721,,,2
1221605510,244314634,239429667,,,2
1221605523,266687298,294756375,,,2
1221605525,283170220,275791082,,,2
1221605531,246374507,223007133,,,2
1221624991,249499739,221390523,,,2
1221625002,213782964,267879786,,,2
1221625815,246394643,234083935,,,2
1221625817,234589492,291535603,,,2
1221625819,293833574,269657184,,,2
1221625826,213532347,225849337,,,2
1221625834,224115119,214463979,,,2
1221779798,253979145,210854940,,,2
1221779806,278962350,297030652,,,2
1221779810,220723912,290764857,,,2
1221779834,228810301,255338265,,,2
1221779836,269501427,,,,1
1221779838,232573728,277192462,,,2
1221779840,270069699,,,,1
1221779841,247728971,277887019,,,2
1221782238,250239321,210052450,,,2
1221782239,262949719,289394970,,,2
1221782240,267431924,263238379,,,2
1221782262,241828606,262949719,,,2
1221784189,263006306,255964496,,,2
1221784190,297051212,292819075,,,2
1221784191,298254285,214799221,,,2
1221784192,292417160,251050161,,,2
1221785185,269667195,218656943,,,2
1221785195,252144839,211355475,,,2
1221785199,248790718,218965988,,,2
1221785202,264142532,250808806,,,2
1221785205,294437885,258579364,,,2
1221785206,213377783,241718851,,,2
1221785208,291436500,246259759,,,2
1221785215,235352979,293252054,,,2
1221785216,285878008,235352979,,,2
1221785217,244118170,299535669,,,2
1221795279,236541970,298797390,,,2
1221795282,231894023,272892880,,,2
1221795284,270890297,223254473,,,2
1221795285,295165429,231894023,,,2
1221795286,245293751,256445522,,,2
1221795287,291181387,284826479,,,2
1221795289,284954439,272173133,,,2
1221795294,221145053,221176925,,,2
1221795295,216386934,221081323,,,2
1221795296,247547264,281897327,,,2
1221795304,239188337,295778444,,,2
1221795306,267748490,263339141,,,2
1221795307,217321912,267748490,,,2
1221795308,275215834,239578679,,,2
1221795311,263602922,,,,1
1221795315,231825276,215442209,,,2
1221795316,257080040,238964722,,,2
1221795317,275579177,247289909,,,2
1221816449,234425231,242964496,,,2
1221816458,256700893,291014627,,,2
1221816459,283033149,297840998,,,2
1221816461,282218874,283518220,,,2
1221816464,240755231,212080918,,,2
1221816465,226213260,239739225,,,2
1221816472,215413855,218760320,,,2
1221816492,272224132,243974144,,,2
1221816494,274958620,293193279,,,2
1221816496,215901508,256475321,,,2
1221816499,248587494,271535409,,,2
1221816501,252436307,257344657,,,2
1221816510,242520699,264142301,,,2
1221816511,225653884,299583903,,,2
1221816521,277332011,229040791,,,2
1221816528,221016740,253353315,,,2
1221816529,285499367,221016740,,,2
1221816530,289137869,263017676,,,2
1221857727,294099781,230841365,,,2
1221857746,210659296,293236410,,,2
